|Act_cost|ajuste_necessario|Amostra|Amostra_2|Amostra_inicial|Amostra_inicial_2|ano_fab|ano_modelo|batente_max_ti|batente_min_ti|batente_min_ti_original|canal|Carprice|chave|classe_bonus|classif_corr_comer|cod_corr|Cod_End|Commission|CONT|Core Otimization Increase|Core Premium Increase|desc_config|Empresa|FABRICA|Flag_Hilux|flag_idade_ult_rns|Flag_Otimizacao|flag_piores|flag_saneamento|flag_saneamento_Premio_IC|Flag_valida_elast|fx_ir_12m|fx_qtd_12m|Gastos Totais|GBM_mercado|Grupo_veiculo_new|idade|idade_ult_RNS|Incremento_Estratégia|Incremento_Estratégia_com_batente|is_casco|is_casco_ofer|is_dmoral|is_rcdc|is_rcdm|LB|Liberty|MD_capac|MD_capacidade|MD_categoria|MD_comb|MD_config|MD_est_civil|MD_fator_ajuste|MD_franquia|MD_idade|MD_idade_veic|MD_menor26|MD_modalidade|MD_peso_faixa|MD_peso_pot|MD_pot_faixa|MD_qtd_assis_cpf|MD_sexo|MD_sin_5a_cas|MD_sin_5a_rcdm|MD_Subzona|MD_tempo_casa_2|MD_tipo_pessoa|MD_tipo_renov|MD_uso_comer|MD_uso_veic|Mercado_Mediana|nend|per_com|premio_anterior|Pr_Garantida_TI|premio_creserva|premio_demais_cob|Premio_estrategia|Premio_IC_100|Premio_maximo_sistema|Premio_minimo_sistema|Premio_oferecido_com_batente|Premio_oferecido_com_batente_inicial|Premio_oferecido_com_batente_sistema|premio_vidros|produto|Profile ID|qtd_assis_cpf|Relative Core Optimization Increase|Relative Core Premium Increase|Renovacao_ant|Risco_AS_mod|RISCO_CASCO_MOD|Risco_creserva|Risco_DC_mod|Risco_demais_cob|Risco_DM_mod|Risco_DMO_mod|Risco_PP_mod|Risco_PT_mod|Risco_RF_mod|Risco_vidros|RNS_Casco_calc|RNS_idade_Colisao_Integral|RNS_idade_Ind_parcial|RNS_idade_RF|RNS_idade_total|RNS_Qtd_Colisao_Integral|RNS_Qtd_Ind_parcial|RNS_qtd_ind_parcial_v2|RNS_qtd_RNS_20anos|RNS_qtd_total|RNS_rcf_calc|RNS_TOTAL|TARIFA|Taxa Prêmio/IS|TIPO_RENOV|UB|UF|Uniforme|valid|valida_sistema_elast_max|valida_sistema_elast_min|vigencia|premio|classe_bonus_bin|MD_sexo_bin|MD_sexo_2bin|fx_ir_12m_bin|MD_comb_bin|canal_bin|per_com_bin|idade_ult_RNS_bin|UF_bin|md_tipo_renov_ant_bin|MD_tipo_renov_bin|Cod_End_bin|MD_capac_bin|fator_ajuste_bin|canal_bin_Corretor_Mais|canal_bin_Demais|Cod_End_bin_13509|Cod_End_bin_Demais|fator_ajuste_bin_f_101_120|fator_ajuste_bin_f_80_101|per_com_bin_p_10_35|per_com_bin_p_1_10|classe_bonus_bin_00|classe_bonus_bin_Demais|UF_bin_AL_CE_RS|UF_bin_AP_DF_ES_PA_PB_RN_SC|UF_bin_Demais|UF_bin_GO_MA_MG|UF_bin_MT_PR|UF_bin_RJ|MD_comb_bin_Demais|MD_comb_bin_Gasolina|md_tipo_renov_ant_bin_1_SeguroNovo|md_tipo_renov_ant_bin_2_RenovPropria|md_tipo_renov_ant_bin_3_RenovCongenere|fx_ir_12m_bin_01_00_20|fx_ir_12m_bin_02_20_40|fx_ir_12m_bin_03_40_60|fx_ir_12m_bin_04_60_80|fx_ir_12m_bin_05_80_100|MD_tipo_renov_bin_2_RenovPropria_sem_sin|MD_tipo_renov_bin_3_RenovPropria_com_sin|idade_ult_RNS_bin_01_05_anos|idade_ult_RNS_bin_06_inf|idade_ult_RNS_bin_Sem_Sinistro|per_com_pct|premio_prob|premio_anterior_prob|Act_cost_prob|comissao_valor|comissao_valor_prob|precos|margem_esperada_otimizada|precos_otimizados|retencao_otimizada|margem_esperada_base_case|elasticidade|elasticidade_2|elasticidade_bin|batente_otim|batente_otim_prem_ant
455|611.05437022|0.7727445220197621|Otimização Mkp|Segmentacao|Otimização Mkp|Segmentacao|2009|2009|2.3|0.5|0.5|Corretor|34286|052009276983100001|9|B|40784|0|232.73828612000003|1.0|0.0|-342.2285694|29 - SUV|MAPFRE|FORD|Demais|Sem Sinistro|Elegivel_MP|Manter|Abaixo x1.8|Abaixo x1.8|Elegivel|05 - 80-<=100|03 - <=00072|1163.6914306119402|1540.5772392716135|Ford Ecosport Antigo|63|Sem Sinistro|-0.2272554779802379|-0.2272554779802379|34286.0|34286.0|30000.0|100000.0|100000.0|1054.144|1273.9774553509224|005|5|10 - Passeio Nacional|Flex|29 - SUV|Casado|100|12 - Reduzida|064|0015|NAO|Valor de Mercado|Faixa 09 - 1200-1249|09- 8 a 08.99|Faixa 07 - 140-159|0|Feminino|1|0|41100-LINS|9|PF|2 - Renov MAPFRE sem sinistro|ERRO|Particular|1540.5772392716135|0|20.0|1505.92|1480.95|211.27|495.63|1163.6914306|1163.6914306|3463.616|752.96|1163.6914306|1163.6914306|1163.6914306|145.15|231|456|0|0.0|-0.2272554779802379|2 - Renov MAPFRE sem sinistro|71.863515151|209.4470537606|77.5234138|33.196298608|181.8664722|74.527077832|23.279250105|78.966660755|128.14128888|2.3391041256|53.261341|0|Sem Sinistro|Sem Sinistro|Sem Sinistro|Sem Sinistro|0|0|0|0|0|0|RNS=0|1163.6914306|0.0339407172198565|2|1280.0605736600005|SP|0.62670663622819|1.214312820316769|1221.8760021300002|1105.50685907|Anual|1163.6914306|Demais|Feminino|0|05_80_100|Demais|Demais|p_10_35|Sem_Sinistro|Demais|2_RenovPropria|2_RenovPropria_sem_sin|Demais|Demais|f_80_101|0|1|0|1|0|1|1|0|0|1|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|1|0|0|0|1|0.2|1154.3330158910974|1430.222234902286|580.3386282291603|243.08574330191223|230.8666031782195|1574.4745056018005|905.7860552688004|1215.4287165095611|0.9497332095345609|528.6668249352114|-0.1662590892385129|-0.16205762829609605|(-1.0, 0.0]|1.04|0.81
456|663.88153803|1.0112264074268031|Otimização Mkp|Segmentacao|Otimização Mkp|Segmentacao|2016|2016|2.3|0.5|0.5|Corretor|41067|052009277133100001|9|C+|19629|0|106.20405344|1.0|0.0|11.79053440000007|10 - Sedan|MAPFRE|FORD|Demais|Sem Sinistro|Elegivel_MP|Manter|Abaixo x1.8|Abaixo x1.8|Elegivel|04 - 60-<=080|05 - <=18432|1062.04053437656|1434.757937282644|Ford Ka Sedan|64|Sem Sinistro|0.0112264074268031|0.0112264074268031|41067.0|41067.0|15000.0|100000.0|50000.0|955.83648096|1474.8443929882517|005|5|10 - Passeio Nacional|Flex|10 - Sedan|Casado|100|12 - Reduzida|065|0008|NAO|Valor de Mercado|Faixa 06 - 1050-1099|11- 10 a 10.99|Faixa 05 - 100-119|0|Masculino|0|0|40100 - ARAÇATUBA|8|PF|2 - Renov MAPFRE sem sinistro|ERRO|Particular|1434.757937282644|0|10.0|1050.25|1329.12|0.0|216.37|1062.0405344|1062.0405344|2415.575|525.125|1062.0405344|1062.0405344|1062.0405344|100.41|231|457|0|0.0|0.0112264074268032|2 - Renov MAPFRE sem sinistro|95.723042621|326.89949178099994|0.0|33.196298608|79.3948078|94.238566033|16.095768683|163.66783901|149.32291705|13.908735721|36.8444454|0|Sem Sinistro|Sem Sinistro|Sem Sinistro|Sem Sinistro|0|0|0|0|0|0|RNS=0|1062.0405344|0.0258611667372829|2|1168.24458784|SP|0.6217317863109041|1.222222222222222|1115.1425611200002|1008.93850768|Anual|1062.0405344|Demais|Masculino|1|04_60_80|Demais|Demais|p_10_35|Sem_Sinistro|Demais|2_RenovPropria|2_RenovPropria_sem_sin|Demais|Demais|f_80_101|0|1|0|1|0|1|1|0|0|1|0|0|1|0|0|0|1|0|0|1|0|0|0|0|1|0|1|0|0|0|1|0.1|943.1731951107032|848.1882256595107|536.1547286739088|116.78630028078942|94.31731951107032|1436.9408430432|624.187405767232|1167.8630028078942|0.8076060230035809|340.374379756191|-0.5990837118972165|-0.5548782718749886|(-1.0, 0.0]|1.1|1.11
457|2698.8105926|1.1546923284773245|Otimização Mkp|Segmentacao|Otimização Mkp|Segmentacao|2014|2014|2.3|0.5|0.5|Corretor|57400|052009277373100001|3|C+|31008|0|431.74061631000006|1.0|0.0|578.3961631000002|05 - Hatchback Médio|MAPFRE|CHEVROLET|Demais|Sem Sinistro|Elegivel_MP|Manter|Abaixo x1.8|Abaixo x1.8|Elegivel|01 - 00-<=020|01 - < 00012|4317.40616314619|3599.153770629223|Chevrolet Cruze Hatch|31|Sem Sinistro|0.1546923284773242|0.1546923284773242|57400.0|57400.0|5000.0|150000.0|150000.0|3885.665546790001|3808.804323139952|005|5|10 - Passeio Nacional|Flex|05 - Hatchback Médio|Casado|100|12 - Reduzida|031|0010|NAO|Valor de Mercado|Faixa 10 - 1250-1299|09- 8 a 08.99|Faixa 07 - 140-159|1|Feminino|0|0|51900-SP-VILA ANDRADE|2|PF|2 - Renov MAPFRE sem sinistro|ERRO|Particular|3599.153770629223|0|10.0|3739.01|4439.97|140.5|511.44|4317.4061631|4317.4061631|8599.723|1869.505|4317.4061631|4317.4061631|4317.4061631|159.5|231|458|1|0.0|0.1546923284773242|2 - Renov MAPFRE sem sinistro|277.03220645|1789.3974325|51.55507|36.213461482|187.6677936|324.98033681|8.9897810012|205.13435883|418.11059867|1166.152475|58.52693|0|Sem Sinistro|Sem Sinistro|Sem Sinistro|Sem Sinistro|0|0|0|0|0|0|RNS=0|4317.4061631|0.0752161352456446|2|4749.146779410001|SP|0.6488959021404023|1.2222222222222223|4533.276471255001|4101.535854945|Anual|4317.4061631|Demais|Feminino|0|01_00_20|Demais|Demais|p_10_35|Sem_Sinistro|Demais|2_RenovPropria|2_RenovPropria_sem_sin|Demais|Demais|f_80_101|0|1|0|1|0|1|1|0|0|1|0|0|1|0|0|0|1|0|0|1|0|1|0|0|0|0|1|0|0|0|1|0.1|846.3655177499942|735.9114852592119|531.1795666857162|430.0203486303441|84.63655177499942|4779.368622551701|539.0031585503369|4300.2034863034405|0.19681987618626637|315.010016565098|-2.816132869910604|-2.837707043698781|(-3.5, -2.5]|1.0|1.15
458|2233.322227|0.8013590025766368|Otimização Mkp|Segmentacao|Otimização Mkp|Segmentacao|2013|2014|2.3|0.5|0.5|Corretor|87912|052009277603100001|1|C+|66009|0|420.967146545|1.0|0.0|-907.3861170000004|07 - Pick-Up Cab.Dupla|MAPFRE|NISSAN|Demais|Sem Sinistro|Elegivel_MP|Manter|Abaixo x1.8|Abaixo x1.8|Elegivel|02 - 20-<=040|02 - <=00036|3660.5838829817|4523.0587570919715|Nissan Frontier|47|Sem Sinistro|-0.1986409974233631|-0.1986409974233631|87912.0|87912.0|30000.0|300000.0|200000.0|3294.5254947|3985.618024287166|005|5|22 - Pickup Pesada Pessoa Nacional|Diesel|07 - Pick-Up Cab.Dupla|Casado|100|12 - Reduzida|047|0011|NAO|Valor de Mercado|Faixa 23 - 1900-1949|14- 13 a 13.99|Faixa 07 - 140-159|0|Masculino|0|0|40100 - ARAÇATUBA|1|PF|2 - Renov MAPFRE sem sinistro|ERRO|Particular|4523.058757091972|0|11.5|4567.97|4467.68|145.05|762.28|3660.583883|3660.583883|10506.331|2283.985|3660.583883|3660.583883|3660.583883|226.42|231|459|0|0.0|-0.1986409974233632|1 - Seguro Novo|326.63112615|1179.81857077|53.224647|44.182965266|279.7110232|318.02450424|23.279250105|353.34290325|480.09570952|346.379958|83.0825548|0|Sem Sinistro|Sem Sinistro|Sem Sinistro|Sem Sinistro|0|0|0|0|0|0|RNS=0|3660.583883|0.0416391833083083|2|4026.6422713|SP|0.6308448366706395|1.2222222222222223|3843.61307715|3477.55468885|Anual|3660.583883|Demais|Masculino|1|02_20_40|Demais|Demais|p_10_35|Sem_Sinistro|Demais|1_SeguroNovo|2_RenovPropria_sem_sin|Demais|Demais|f_80_101|0|1|0|1|0|1|1|0|0|1|0|0|1|0|0|0|1|0|1|0|0|0|1|0|0|0|1|0|0|0|1|0.115|1647.4951478667529|2181.986015850636|1066.792879156912|396.63703659517216|189.4619420046766|4546.004672050467|964.5942666486959|3449.017709523236|0.4776708288037434|607.1573406271735|-1.945069733399687|-2.1260061437517503|(-2.0, -1.5]|0.94|0.76
459|1346.789097|0.9533177687857978|Otimização Mkp|Segmentacao|Otimização Mkp|Segmentacao|2018|2019|2.3|0.5|0.5|Corretor|67098|052009277783100001|7|B|21078|0|351.27519483000003|1.0|0.0|-114.6753678|10 - Sedan|MAPFRE|HYUNDAI|Demais|Sem Sinistro|Elegivel_MP|Manter|Abaixo x1.8|Abaixo x1.8|Elegivel|02 - 20-<=040|02 - <=00036|2341.83463222178|2156.3502347718154|Hyundai HB20S 1.6|54|Sem Sinistro|-0.0466822312142022|-0.0466822312142022|67098.0|67098.0|20000.0|150000.0|150000.0|2107.6511689800004|1949.5653208637405|005|5|10 - Passeio Nacional|Flex|10 - Sedan|Casado|100|12 - Reduzida|054|0006|NAO|Valor de Mercado|Faixa 05 - 1000-1049|09- 8 a 08.99|Faixa 06 - 120-139|0|Feminino|0|0|80100-LESTE DE MATO GROSSO DO SUL|1|PF|2 - Renov MAPFRE sem sinistro|ERRO|Particular|2156.3502347718154|0|15.0|2456.51|2640.82|153.77|800.35|2341.8346322|2341.8346322|5649.973|1228.255|2341.8346322|2341.8346322|2341.8346322|124.7|231|460|0|0.0|-0.0466822312142022|4 - Renov Congenere sem sinistro|124.04839604|638.978563031|56.4243638|36.213461482|293.680429|197.55204707|19.123658212|338.49129198|281.24986482|19.237406231|45.757418|0|Sem Sinistro|Sem Sinistro|Sem Sinistro|Sem Sinistro|0|0|0|0|0|0|RNS=0|2341.8346322|0.0349017054487466|2|2576.0180954200005|MS|0.6146049001672298|1.222222222222222|2458.92636381|2224.7429005900003|Anual|2341.8346322|Demais|Feminino|0|02_20_40|Demais|Demais|p_10_35|Sem_Sinistro|Demais|3_RenovCongenere|2_RenovPropria_sem_sin|Demais|Demais|f_80_101|0|1|0|1|0|1|1|0|0|1|0|0|1|0|0|0|1|0|0|0|1|0|1|0|0|0|1|0|0|0|1|0.15|1005.6546746767209|1073.4984567575175|588.5488018397443|345.18923842032046|150.84820120150812|2796.7848851147996|648.9193652391436|2301.2615894688033|0.437001460102958|419.68286356444304|-2.029368370697444|-2.084059069084793|(-2.5, -2.0]|0.98|0.94
460|606.4508517|0.6728878173329802|Otimização Mkp|Segmentacao|Otimização Mkp|Segmentacao|2006|2007|2.3|0.5|0.5|Corretor|20137|052009278313100001|2|B|47866|0|193.20959|1.0|0.0|-487.0830000000001|03 - Hatchback|MAPFRE|FIAT|Demais|Sem Sinistro|Elegivel_MP|Manter|Abaixo x1.8|Abaixo x1.8|Elegivel|01 - 00-<=020|01 - < 00012|1112.091714|1678.7384692699677|Fiat Palio 1.0|57|Sem Sinistro|-0.3271121826670198|-0.3|20137.0|20137.0|10000.0|100000.0|100000.0|1136.5269999999998|1610.2511876852975|005|5|10 - Passeio Nacional|Flex|03 - Hatchback|Casado|100|12 - Reduzida|057|0018|NAO|Valor de Mercado|Faixa 03 - 900-949|15- 14 a 14.99|Faixa 03 - 60-79|0|Masculino|0|0|54800-NHANDEARA|2|PF|2 - Renov MAPFRE sem sinistro|ERRO|Particular|1678.7384692699677|0|17.0|1623.61|1269.39|0.0|231.61|1136.5269999999998|1092.5073891|3734.303|811.805|1136.5269999999998|1136.5269999999998|1136.5269999999998|102.36|231|461|0|0.0|-0.3|2 - Renov MAPFRE sem sinistro|102.84890988|257.0773747572|0.0|33.196298608|84.9869734|99.240579286|12.353142662|54.762066702|197.55054519|4.7647628652|37.5599784|0|Sem Sinistro|Sem Sinistro|Sem Sinistro|Sem Sinistro|0|0|0|0|0|0|RNS=0|1136.5269999999998|0.0564397377960967|2|1250.1797|SP|0.6114043758471911|1.1|1193.35335|1079.7006499999998|Anual|1136.5269999999998|Demais|Masculino|1|01_00_20|Demais|Demais|p_10_35|Sem_Sinistro|Demais|2_RenovPropria|2_RenovPropria_sem_sin|Demais|Demais|f_80_101|0|1|0|1|0|1|1|0|0|1|0|0|1|0|0|0|1|0|0|1|0|1|0|0|0|0|1|0|0|0|1|0.17|594.1569449923958|782.6797018155429|292.34654367387367|209.53073957026814|101.00668064870729|1458.1167644014936|439.74468702877954|1232.5337621780477|0.4820613951722045|293.2849885169754|-1.697586861389222|-1.5239513283148314|(-2.0, -1.5]|1.08|0.76
461|1247.2013485|1.0481863048217548|Otimização Mkp|Segmentacao|Otimização Mkp|Segmentacao|2008|2009|2.3|0.5|0.5|Corretor|25121|053009390593100001|2|C+|9749|0|475.0338406|1.0|0.0|109.1892029999999|29 - SUV|MAPFRE|FORD|Demais|Sem Sinistro|Elegivel_MP|Manter|Abaixo x1.8|Abaixo x1.8|Elegivel|02 - 20-<=040|01 - < 00012|2375.1692030047|2067.734592723089|Ford Ecosport Antigo|48|Sem Sinistro|0.0481863048217547|0.0481863048217547|25120.8|25120.8|5000.0|200000.0|100000.0|2137.6522827|1744.6104947769809|005|5|10 - Passeio Nacional|Flex|29 - SUV|Casado|80|12 - Reduzida|048|0016|SIM|Valor de Mercado|Faixa 08 - 1150-1199|11- 10 a 10.99|Faixa 05 - 100-119|0|Feminino|0|0|54000-ITUVERAVA|2|PF|2 - Renov MAPFRE sem sinistro|ERRO|Particular|2067.734592723089|0|20.0|2265.98|2856.62|213.25|852.42|2375.169203|2375.169203|5211.754|1132.99|2375.169203|2375.169203|2375.169203|153.85|231|462|0|0.0|0.0481863048217547|2 - Renov MAPFRE sem sinistro|197.15109976|391.128393136|78.249955|39.044372929|312.7869948|263.65835145|8.9897810012|101.08508469|267.68768749|22.355620956|56.453719|0|Sem Sinistro|Sem Sinistro|Sem Sinistro|Sem Sinistro|0|0|0|0|0|0|RNS=0|2375.169203|0.0945491502328728|2|2612.6861233|SP|0.6460601662203289|1.2222222222222223|2493.92766315|2256.41074285|Anual|2375.169203|Demais|Feminino|0|02_20_40|Demais|Demais|p_10_35|Sem_Sinistro|Demais|2_RenovPropria|2_RenovPropria_sem_sin|Demais|Demais|f_80_101|0|1|0|1|0|1|1|0|0|1|0|0|1|0|0|0|1|0|0|1|0|0|1|0|0|0|1|0|0|0|1|0.2|1102.2447395037407|1164.1016125668689|640.72458758878|429.1145219382151|220.44894790074815|2787.150617067726|717.9668481310149|2145.5726096910753|0.5137298707697636|480.29803855199276|-1.842576154985851|-2.136046092182699|(-2.0, -1.5]|0.9|0.95
462|2619.1971281|1.447303518636855|Otimização Mkp|Segmentacao|Otimização Mkp|Segmentacao|2021|2022|2.3|0.5|0.5|Corretor|61074|053009390613100001|2|B|125583|0|419.00449977|1.0|0.0|1294.9749976999997|03 - Hatchback|MAPFRE|FIAT|Demais|Sem Sinistro|Elegivel_MP|Manter|Abaixo x1.8|Abaixo x1.8|Elegivel|NI|NI|4190.04499773773|3774.199066872718|Fiat Argo|26|Sem Sinistro|0.447303518636855|0.447303518636855|61074.0|61074.0|5000.0|50000.0|50000.0|3771.04049793|3050.8435710103977|005|5|10 - Passeio Nacional|Flex|03 - Hatchback|Casado|100|11 - Normal|026|0003|SIM|Valor de Mercado|Faixa 09 - 1200-1249|16- 15 a 15.99|Faixa 03 - 60-79|0|Masculino|0|0|59402-RIBEIRAO PRETO-OESTE|2|PF|2 - Renov MAPFRE sem sinistro|ERRO|Particular|3774.199066872718|0|10.0|2895.07|3754.78|26.73|513.75|4190.0449977|4190.0449977|6658.661|1447.535|4190.0449977|4190.0449977|4190.0449977|108.49|231|463|0|0.0|0.4473035186368549|2 - Renov MAPFRE sem sinistro|83.466586704|1882.43223673|9.8083062|29.984003381|188.515425|353.47809717|8.9897810012|345.94886706|510.17038837|1026.3129813|39.8093206|0|Sem Sinistro|Sem Sinistro|Sem Sinistro|Sem Sinistro|0|0|0|0|0|0|RNS=0|4190.0449977|0.0686060352637783|2|4342.6050000000005|SP|0.601583675394165|1.1515667896920607|4399.547247585|3980.542747815|Anual|4190.0449977|Demais|Masculino|1|02_20_40|Demais|Demais|p_10_35|Sem_Sinistro|Demais|2_RenovPropria|2_RenovPropria_sem_sin|Demais|Demais|f_80_101|0|1|0|1|0|1|1|0|0|1|0|0|1|0|0|0|1|0|0|1|0|0|1|0|0|0|1|0|0|0|1|0.1|1225.7683739592962|896.4926908150286|811.0653908697766|395.840956959964|122.57683739592963|4638.3798124539|701.1702321060659|3958.40956959964|0.3096618357466412|422.0104912126539|-2.4946029416236404|-2.7613336547178284|(-2.5, -2.0]|0.94|1.37
463|1204.7949582|0.8460176435807846|Otimização Mkp|Segmentacao|Otimização Mkp|Segmentacao|2016|2016|2.3|0.5|0.5|Corretor|52134|053009391813100001|1|AB|26097|50100|192.73635549|1.0|0.0|-350.7964450999998|03 - Hatchback|MAPFRE|HYUNDAI|Demais|Sem Sinistro|Elegivel_MP|Manter|Abaixo x1.8|Abaixo x1.8|Elegivel|03 - 40-<=060|03 - <=00072|1927.3635549320104|2860.7251932789777|Hyundai HB20 1.6|27|Sem Sinistro|-0.1539823564192154|-0.1539823564192154|52134.0|52134.0|30000.0|300000.0|200000.0|1734.62719941|2821.2187479467857|005|5|10 - Passeio Nacional|Flex|03 - Hatchback|Casado|100|12 - Reduzida|027|0008|NAO|Valor de Mercado|Faixa 05 - 1000-1049|13- 12 a 12.99|Faixa 04 - 80-99|0|Feminino|0|0|53900-FRANCA|1|PF|2 - Renov MAPFRE sem sinistro|ERRO|Particular|2860.7251932789773|0|10.0|2278.16|2506.1|165.54|703.12|1927.3635549|1927.3635549|5239.767999999999|1139.08|1927.3635549|1927.3635549|1927.3635549|135.65|231|464|0|0.0|-0.1539823564192154|1 - Seguro Novo|70.96775458|449.648756044|60.7432476|44.182965266|258.0028528|325.44210668|23.279250105|215.17489825|168.20293606|66.270921734|49.775411|0|Sem Sinistro|Sem Sinistro|Sem Sinistro|Sem Sinistro|0|0|0|0|0|0|RNS=0|1927.3635549|0.0369694164058004|2|2120.0999103900003|SP|0.6146394924275568|1.2222222222222223|2023.731732645|1830.995377155|Anual|1927.3635549|Demais|Feminino|0|03_40_60|Demais|Demais|p_10_35|Sem_Sinistro|Demais|1_SeguroNovo|2_RenovPropria_sem_sin|13509|Demais|f_80_101|0|1|1|0|0|1|1|0|0|1|0|0|1|0|0|0|1|0|1|0|0|0|0|1|0|0|1|0|0|0|1|0.1|1118.2236459601907|1464.63931837384|774.5681016075637|173.93308709676717|111.82236459601907|2590.7842324018343|661.0175121020708|1739.3308709676714|0.642904501164905|401.3952307208199|-1.4220338779736241|-1.6125506850873588|(-1.5, -1.0]|0.9|0.76
464|8903.3442239|0.8727349674416665|Otimização Mkp|Segmentacao|Otimização Mkp|Segmentacao|2018|2019|2.3|0.5|0.5|Corretor|157593|053009392503100001|1|B|59473|0|2322.2076744|1.0|0.0|-2257.545504|07 - Pick-Up Cab.Dupla|MAPFRE|CHEVROLET|Demais|1 a 5|Elegivel_MP|Manter|Abaixo x1.8|Abaixo x1.8|Elegivel|02 - 20-<=040|02 - <=00036|15481.3844962504|9153.357291176377|S-10|23|02 anos|-0.1272650325583335|-0.1272650325583335|157593.0|157593.0|80000.0|200000.0|200000.0|13933.2460464|4591.813696456494|005|5|22 - Pickup Pesada Pessoa Nacional|Diesel|07 - Pick-Up Cab.Dupla|Solteiro|100|12 - Reduzida|023|0006|SIM|Valor de Mercado|Faixa 25 - Acima de 2000|12- 11 a 11.99|Faixa 09 - 180-200|1|Masculino|0|0|53900-FRANCA|1|PF|2 - Renov MAPFRE sem sinistro|ERRO|Particular|9153.357291176377|0|15.0|17738.93|16382.98|153.77|909.97|15481.384496|15481.384496|40799.539|8869.465|15481.384496|15481.384496|15481.384496|327.89|231|465|1|0.0|-0.1272650325583335|1 - Seguro Novo|591.98236008|5577.185957320001|56.4243638|39.044372929|333.9043918|2085.9660742|29.388862162|2597.0364945|2109.3762155|870.77324732|120.3159566|0|Sem Sinistro|02 anos|Sem Sinistro|02 anos|0|1|1|1|1|0|RNS=0|15481.384496|0.0982364984231533|2|17029.5229456|SP|0.6011872712230796|1.222222222222222|16255.453720800002|14707.3152712|Anual|15481.384496|Demais|Masculino|1|02_20_40|Demais|Demais|p_10_35|01_05_anos|Demais|1_SeguroNovo|2_RenovPropria_sem_sin|Demais|Demais|f_80_101|0|1|0|1|0|1|1|0|0|1|0|0|1|0|0|0|1|0|1|0|0|0|1|0|0|0|1|0|1|0|0|0.15|1551.2319951077072|1801.696767399523|904.2894079431985|2290.9400965424006|232.68479926615606|17674.976897647535|1075.3379143447505|15272.933976949338|0.10156738695059526|640.3972809066507|-3.125165511871181|-3.2144363045169864|(-3.5, -2.5]|0.99|0.86
465|893.84811609|1.14596016190598|Otimização Mkp|Segmentacao|Otimização Mkp|Segmentacao|2023|2024|2.3|0.5|0.5|Corretor|117062|053009393043100001|10|C+|36483|0|340.44872066|1.0|0.0|216.81360329999984|29 - SUV|MAPFRE|NISSAN|Demais|Sem Sinistro|Elegivel_MP|Manter|Abaixo x1.8|Abaixo x1.8|Elegivel|03 - 40-<=060|02 - <=00036|1702.24360329717|2136.814740550133|Nissan Kicks|74|Sem Sinistro|0.14596016190598|0.14596016190598|117062.0|117062.0|5000.0|125000.0|125000.0|1532.01924297|1604.171625628488|005|5|22 - Pickup Pesada Pessoa Nacional|Flex|29 - SUV|Casado|100|12 - Reduzida|074|0001|NAO|Valor de Mercado|Faixa 07 - 1100-1149|10- 9 a 09.99|Faixa 05 - 100-119|0|Feminino|0|0|54300-SAO JOAQUIM DA BARRA-ORLANDIA|1|PF|2 - Renov MAPFRE sem sinistro|ERRO|Particular|2136.814740550133|0|20.0|1485.43|2073.49|138.83|636.15|1702.2436033|1702.2436033|3416.489|742.715|1702.2436033|1702.2436033|1702.2436033|204.55|231|466|0|0.0|0.1459601619059799|4 - Renov Congenere sem sinistro|25.619294937|445.133957701|50.9422802|34.728716531|233.428881|121.26323123|8.9897810012|314.42353718|117.60075149|13.109669031|75.057577|0|Sem Sinistro|Sem Sinistro|Sem Sinistro|Sem Sinistro|0|0|0|0|0|0|RNS=0|1702.2436033|0.0145413849353334|2|1872.46796363|SP|0.6177777069302599|1.222222222222222|1787.355783465|1617.1314231349995|Anual|1702.2436033|Demais|Feminino|0|03_40_60|Demais|Demais|p_10_35|Sem_Sinistro|Demais|3_RenovCongenere|2_RenovPropria_sem_sin|Demais|Demais|f_80_101|0|1|0|1|0|1|1|0|0|1|0|0|1|0|0|0|1|0|0|0|1|0|0|1|0|0|1|0|0|0|1|0.2|926.2977595207301|828.9658723799614|498.82497548166646|331.96794386107206|185.25955190414604|2109.98267877795|643.0624440879146|1659.8397193053602|0.5580645822286889|433.0272039408827|-1.6239807557044765|-1.6788496725679631|(-2.0, -1.5]|0.98|1.12
